"path","class","baseline_sha256","reason","writer"
"output/figures/dfs_ctrl_hazard.pdf","canonical_generated","600f48ceceeda06be19d62717128cfcf91e32b832972fbd63ca55adbd4247d23","canonical_current_run_product","unknown"
"output/figures/dfs_ctrl_hazard.png","canonical_generated","7130509b24e55579aece1b7759bcf78093fd1763c3273b1b4ed7c4a2d4b497fc","canonical_current_run_product","unknown"
"output/figures/dfs_ctrl_hazard_log.pdf","canonical_generated","9f72e69b7c1b135c13ae1876a5cad1b9376949a6849bebc25554a14a5aaf9d26","canonical_current_run_product","unknown"
"output/figures/dfs_ctrl_hazard_log.png","canonical_generated","1b3b957952c58bfe128b9ea06c1de4119056e31216c8d3132ad5733c21372d7e","canonical_current_run_product","unknown"
"output/figures/dfs_ctrl_survival_overlay.pdf","canonical_generated","25a43748bf6a313ff0330970acc8f4133dfaba8baf278032e09eb2ddd39e0659","canonical_current_run_product","unknown"
"output/figures/dfs_ctrl_survival_overlay.png","canonical_generated","6cae3f037f92419d5bfedecdf51639e19d4b5ff72e1dd17fb3963971d7e41815","canonical_current_run_product","unknown"
"output/figures/evppi_bar.pdf","canonical_generated","ca5312858257035c3e12f969215e57f5806e931b1dffe6305f1df75191e36b18","canonical_current_run_product","unknown"
"output/figures/evppi_bar.png","canonical_generated","a1c155bd3d3d66acb1f5425ee63e65d20729593690fd42d2d34e64d3e78e3378","canonical_current_run_product","unknown"
"output/figures/expected_loss.pdf","canonical_generated","044c0ddbcf7bded1131446de177f315f0dc98bbd7de16df0887d828080978403","canonical_current_run_product","unknown"
"output/figures/expected_loss.png","canonical_generated","61e86c84b884281be73d1ea5c2700d9a5d257e4e7f4175b6ce83702aab5df848","canonical_current_run_product","unknown"
"output/figures/int_validation_dfs.pdf","canonical_generated","27f00a25401595016940afcca4299787d2992058295c5e39b7d9ec9d0a188af2","canonical_current_run_product","unknown"
"output/figures/int_validation_dfs.png","canonical_generated","4ab08e553d54e9f515e602c3dcc63cc2a7b7f9882abc72148fa56c8c9f57257a","canonical_current_run_product","unknown"
"output/figures/int_validation_os.pdf","canonical_generated","89ebfeaa61c56763dcacfa741d527d7943ade0f4c38365ced1ebb421579b0f19","canonical_current_run_product","unknown"
"output/figures/int_validation_os.png","canonical_generated","d52617cd684125ebf78f76d36d2833e51bf15062e7488306605a0ca511f7c951","canonical_current_run_product","unknown"
"output/figures/log_cumhaz_dfs.pdf","canonical_generated","df3d007ffc2798bc0b8cb8663a55b1e0bee6bb941b03de8ae3bdb792939ad00a","canonical_current_run_product","unknown"
"output/figures/log_cumhaz_dfs.png","canonical_generated","213943ee4e0cc801af7817a2f0a062c3113d4aa331dde9924a24b515c5f50d92","canonical_current_run_product","unknown"
"output/figures/log_cumhaz_os.pdf","canonical_generated","26514b5cb1a2a2c4c33ebd4d048a84c2b4a995f414b16ff1028de45ac9935fb6","canonical_current_run_product","unknown"
"output/figures/log_cumhaz_os.png","canonical_generated","22ff153dc16186994d0472730089b1243cd3a366fce99eb48cea158c478ea306","canonical_current_run_product","unknown"
"output/figures/methods_extrapolation_composite.pdf","canonical_generated","cf1e78c59340edfcb15371ed0f0a5e56aed7b2ef95f48b29bedeb4c00dfe3552","canonical_current_run_product","unknown"
"output/figures/methods_extrapolation_composite.png","canonical_generated","89c689ea7e37475c264465786b1a78f094e1c5d05befedea7285b3ae71a2c094","canonical_current_run_product","unknown"
"output/figures/model_structure.pdf","canonical_generated","c8690e8453181988a9113a77bb233223fbc63f0be095b697bcb820be872bf0a2","canonical_current_run_product","unknown"
"output/figures/model_structure.png","canonical_generated","cf2419f4a627f43ebf77f927bd2bc0ee8a5c85bf845e01615cefb2486295807b","canonical_current_run_product","unknown"
"output/figures/os_ctrl_extrapolation.pdf","canonical_generated","1669e5e824e1545a9b2d816b7b7f18b257fe341f6dbec2faadfa3cf091e159d1","canonical_current_run_product","unknown"
"output/figures/os_ctrl_extrapolation.png","canonical_generated","6c312898e112805cdb730b369584d414a7b2a3fa0a2d600f5b4a0fa10d46cc51","canonical_current_run_product","unknown"
"output/figures/os_ctrl_hazard.pdf","canonical_generated","2725b36f1417bcd1b113145d482ebd45de435569a1b8fda2183832a63afa2d8b","canonical_current_run_product","unknown"
"output/figures/os_ctrl_hazard.png","canonical_generated","185857569fd62f87c34e195feb719e5106bd377b943ed139cb486e2f9fd1dcec","canonical_current_run_product","unknown"
"output/figures/os_ctrl_hazard_log.pdf","canonical_generated","d4f2efc894910dd6abd7862a7611928334335f2bb697b70f2b8bb3e5abc1c009","canonical_current_run_product","unknown"
"output/figures/os_ctrl_hazard_log.png","canonical_generated","690c0a6dc14ca8aa63ed6c582a1e20718615f39085d7979d81de6cb246fe0bf8","canonical_current_run_product","unknown"
"output/figures/os_ctrl_survival_overlay.pdf","canonical_generated","7c91f2d3e3627e0eb10306aac4923a2834820c40dc7d195918758a5e145d14b3","canonical_current_run_product","unknown"
"output/figures/os_ctrl_survival_overlay.png","canonical_generated","52996fa1c9260c4d1ad789b889b94571b37009b8cdacbd7765c6ff5dc81f3469","canonical_current_run_product","unknown"
"output/figures/pop_evpi_horizon.pdf","canonical_generated","2874c65d55d2fb61e746e5d22d0bb999e9380aff93ad79720b2d49bc48580a7e","canonical_current_run_product","unknown"
"output/figures/pop_evpi_horizon.png","canonical_generated","4a4f0ae1b26557adaecedd56767a37b1b8274c7e4fb88b88e315a5613fec0e9b","canonical_current_run_product","unknown"
"output/figures/psa_convergence.pdf","canonical_generated","71aa2ea2b23e7f5d5f76c0cf44271581cadcf8597ac841bbe920d3adddaa952d","canonical_current_run_product","unknown"
"output/figures/psa_convergence.png","canonical_generated","ed93bc49e05c104ad39eef6c835dc997feba3cd9511348ffaee04087c79c01f1","canonical_current_run_product","unknown"
"output/figures/psm_state_occupancy.pdf","canonical_generated","eb0d3ba5f4ad27502d19b04b96ee40b9510c4c761ab75b549d7528e25e39d563","canonical_current_run_product","unknown"
"output/figures/psm_state_occupancy.png","canonical_generated","1e58124a7c2f427f57755e1f6d9ad325066fa095feac902f23fa682df7472dd5","canonical_current_run_product","unknown"
"output/figures/structural_sa_forest.pdf","canonical_generated","4e580e4ffd1bc229a0a48b5ff41da1b67b8e0a031537042fafd2de4485c95ba4","canonical_current_run_product","unknown"
"output/figures/structural_sa_forest.png","canonical_generated","b58b16951e1f344b8888a355190a14f1d1e077497edba485d22238ecebd8a234","canonical_current_run_product","unknown"
"output/figures/tornado_owpsa.pdf","canonical_generated","30f8497783d2bbe05740db69b91fca5180dce4e99d31dc15152073768b3145ec","canonical_current_run_product","unknown"
"output/figures/tornado_owpsa.png","canonical_generated","cb148ee4579c38d0e2aed37671d1eacdc435a71c73ba73a92562070d0da2f771","canonical_current_run_product","unknown"
"output/model-results-manifest.csv","canonical_generated","95a9d399b74c330aa3a615f9bb5fdde6646bb29aca77a2acefff1084d7df2ea2","canonical_current_run_product","unknown"
"output/model-results-provenance.csv","canonical_generated","eadf3be86410ae728eec6f4c9cccf77da46cf9ce253d02f09162b4e3f9f2f121","canonical_current_run_product","unknown"
"output/model-results.tex","canonical_generated","b4b95e2c12a7ce7b4a995697e9b07004faaca4456050f31b555c1d057fcf00f1","canonical_current_run_product","unknown"
"output/results-preliminary-v1.rds","historical_cache_legacy_excluded","24b35fecd2e8ce73a95cb794852b170ff29d9d7e7c9373edcf4e042aa5922b54","excluded_pre_Gate_cache_or_legacy_product","none"
"output/results-v4-dampack.rds","historical_cache_legacy_excluded","de8568e339a4ec5bf541d85434b8ebec886f35ced25054b370f1cfd71a2c59c7","excluded_pre_Gate_cache_or_legacy_product","none"
"output/results-v5-waning.rds","historical_cache_legacy_excluded","c0c14800f11b34319419abad044dd3f00ff74ad8e05a9ba29465fe74dea610db","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/.gitkeep","tracked_placeholder","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","tracked_directory_placeholder","unknown"
"output/tables/_archived/owpsa_v6_results.csv","historical_cache_legacy_excluded","571dea4aefb0acf80f2eed8ad041059799bfa7057b2c771f18db99576a220cb0","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/aic_bic_comparison.csv","canonical_generated","f90c172b9a9792491079006d52d016077d5df32cc863814c65ac7a11f05b0ab2","canonical_current_run_product","unknown"
"output/tables/appendix-styled-tables.xlsx","tracked_source_input","97325043ee06bec66566ddea97036f59ce86d5b4f748de159de5bbdc3cb048e0","protected_CHEERS_source_input","none"
"output/tables/deterministic_results.csv","canonical_generated","75d4637836af7eb7ddc9b11aa113eac90be7a23f48664a83612cb889228791da","canonical_current_run_product","unknown"
"output/tables/ipd_reconstruction_validation.csv","canonical_generated","a0668e583e3c63c78242b2dbd9e1ef187cd443c1ef554ac677f011ac8ceaefc6","canonical_current_run_product","unknown"
"output/tables/manifest.json","canonical_generated","ae37392f2da40c9805e92bfabe6c74f24392521fb4add70f28fcc993ccb71e2c","canonical_current_run_product","unknown"
"output/tables/model-selection-analysis.md","historical_cache_legacy_excluded","8c4a7f90e7b1203205e4afc32bbe7d42936b1bc7e85f6f681241602dce1a1e8e","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/model_selection_table.csv","historical_cache_legacy_excluded","461f8d2eae4616c6ff7b29bf6d9d931d85af9557a51152acefa79a4794e9f67f","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/owpsa_v7_results.csv","canonical_generated","e797d896713cda25b406466b88bf4dae6b244c06c62a2cf34769bb1c39141364","canonical_current_run_product","unknown"
"output/tables/perspective_comparison.csv","canonical_generated","d0eae8c90e2ba8538a9c5162c3b1c38fe461b77268349b73eff5fcc11729f26d","canonical_current_run_product","unknown"
"output/tables/psa-specification-sensitivity.csv","canonical_generated","8a490e335cf6e3a5fc0e752620659fa7e5c85ce5bb793f227ce91c4f38056057","authorised_new_generated_path","unknown"
"output/tables/structural_cure_point_manifest.csv","canonical_generated","a560c85e5b522116456fb5f0b9badedd9cf5fe5564de1b75c3fcfba58ee0d542","canonical_current_run_product","unknown"
"output/tables/structural_sa_results.csv","canonical_generated","1620fffd969e8d65f25d9a8bb4a855a6ca01ba720847b49b6d992a13155b6265","canonical_current_run_product","unknown"
"output/tables/texput.aux","historical_cache_legacy_excluded","8e12317a98c4eb2671e0751690d25d909cb5770ce2b43ec2a90d01e350fba2f9","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/texput.log","historical_cache_legacy_excluded","5109c38a43932220eba9fd6379897fd94eeb6da9ff7e200d323c423e2727a698","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/thesis-table-01-deterministic.docx","canonical_generated","62de88d99759fc56e1f5aff9d49902bd8f835dd8a762111d22897f1b1a988d85","canonical_current_run_product","unknown"
"output/tables/thesis-table-01.tex","canonical_generated","18fdfd06f38a10ca754539aead92a9a3c567904a378f90c2f2c2b5e3d65c54c5","canonical_current_run_product","unknown"
"output/tables/thesis-table-02-psa-summary.docx","canonical_generated","4c9b8e348b67ca77e9089d0b137e9d51b5955477774dfaa647b9b36c759335df","canonical_current_run_product","unknown"
"output/tables/thesis-table-02.tex","canonical_generated","f9faa5818aa303e49255bc0b3f8c62ed2d5eddfc311dd3d55859abe4703dc1ff","canonical_current_run_product","unknown"
"output/tables/thesis-table-03-convergence.docx","canonical_generated","07e5649f2d12d7b483f065c4c7bc6e28bcdcaf805c1bd869b70383da83aba4e4","canonical_current_run_product","unknown"
"output/tables/thesis-table-03.tex","canonical_generated","fa425f1c1bdd586cf6896e2189b6a5a1bd49ab8db7c26b02354d5b62b429af33","canonical_current_run_product","unknown"
"output/tables/thesis-table-04-structural-sa.docx","canonical_generated","871f2329f03fe70cc8fe5bb49a8c2ca32e76520b4eb456c1f33968c106b60fc9","canonical_current_run_product","unknown"
"output/tables/thesis-table-04.tex","canonical_generated","0144d1a8c562c4bbd107683518b2a5ac788232e691dd73006186aee1d8b9443d","canonical_current_run_product","unknown"
"output/tables/thesis-table-05-powsa.docx","canonical_generated","b7e3359d8ccf9646c855c148357a20428892351dbaddaf23d432baf6ba5bc58d","canonical_current_run_product","unknown"
"output/tables/thesis-table-05.tex","canonical_generated","58fe04d88d00b131c4669325e994632028ad35134fe0d5ca342f9daefe409314","canonical_current_run_product","unknown"
"output/tables/thesis-table-06-evpi.docx","canonical_generated","f6aead410deed841ec97f1698f987ba244eb31b8cdf6f611ce8f9728ee19ca97","canonical_current_run_product","unknown"
"output/tables/thesis-table-06.tex","canonical_generated","263d79572e1c47d1cf246439a5712a9925be57f0d32b3c6fdab365d2e8266c84","canonical_current_run_product","unknown"
"output/tables/thesis-table-07-evppi.docx","canonical_generated","9960583dde5f3582e8ec02627097c6dc1382af47a5dfeeff08a66de172f5c606","canonical_current_run_product","unknown"
"output/tables/thesis-table-07.tex","canonical_generated","358e0a87c4e0dcb4f78e34523130b5955aa7f8c84cffd1fc49799aafbc8561c0","canonical_current_run_product","unknown"
"output/tables/thesis-table-08-validation.docx","canonical_generated","1253d5cd85762e1a9f27cc2e294392a0b7f04cb27fb0d80f95754f31a7393de2","canonical_current_run_product","unknown"
"output/tables/thesis-table-08.tex","canonical_generated","5551dffa295edd989e95cebcd078428d2e2bad487f58394ee9ec2d06a58377b1","canonical_current_run_product","unknown"
"output/tables/thesis-table-10-subgroup-sa.docx","canonical_generated","45e2647d7ef451c715c1acebde3b04bad0dab00083566fb9c4546095e19b159d","canonical_current_run_product","unknown"
"output/tables/thesis-table-10.tex","canonical_generated","2c2a5ebb91bbb51e0edd99b768d01f43ca5f05fc803cfe3d0c15b43f8b5c597f","canonical_current_run_product","unknown"
"output/tables/thesis-table-11-internal-validation.docx","canonical_generated","d0cd9b5c2764dd726cdc841b7364493fd4484b17490854f372c6728e5835c71e","canonical_current_run_product","unknown"
"output/tables/thesis-table-11-monotonicity.docx","historical_cache_legacy_excluded","17a91c7640f7ca503fddadbe23637c7c78c32c9da0fc82625716a025ba824a83","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tables/thesis-table-11.tex","canonical_generated","286d6db3a354c8eefb3408b6599632136b8c664691c0a1e0e2aa9e6a2da99d32","canonical_current_run_product","unknown"
"output/tables/thesis-table-12-quadrant-analysis.docx","canonical_generated","2448104d79fb08459986d53bd1e625643f1bdc96b5876bbd5d403c7ac7c58a80","canonical_current_run_product","unknown"
"output/tables/thesis-table-12.tex","canonical_generated","d6ab3368bcfdf697cc75e08f362d1ca79aa592674aa606e0c2de0c6273930169","canonical_current_run_product","unknown"
"output/tables/thesis-table-13-disaggregated.docx","canonical_generated","c993b708c0654ce0af478934ed3a1de50724976e88e79758688a3c0fbc9d95b3","canonical_current_run_product","unknown"
"output/tables/thesis-table-13.tex","canonical_generated","105581c8628c725ef6995706bece76835027104641eed484b8ad870597c74e2e","canonical_current_run_product","unknown"
"output/tables/thesis-table-14-perspective.docx","canonical_generated","ef3c44a443f0192b9b02f1e0d9b5d971cb2c72fac7978b028727eb0826a4e994","canonical_current_run_product","unknown"
"output/tables/thesis-table-14.tex","canonical_generated","4b4b3c69c02bc1c3a041298c8ae9e49fa8fc385a9d957f7a909a541b7daf8bed","canonical_current_run_product","unknown"
"output/tables/thesis-table-15.tex","canonical_generated","61f106d56f8fdb97a473f90fcc9fcf4c97cdf3ca5952a81236d85608f31c561a","canonical_current_run_product","unknown"
"output/tables/thesis-table-16.tex","canonical_generated","4f15e8209fedb6057672017f0bef5640e27a135fa83675bf3fbfff3443973c04","canonical_current_run_product","unknown"
"output/tables/thesis-table-17.tex","canonical_generated","38450b7d6e056846c5356f22674f1a8689fca912395f32bdbc0a506061531e8d","canonical_current_run_product","unknown"
"output/tables/thesis-table-18.tex","canonical_generated","7a06e0925d8fcdaaa596a9394cb52c07ec955f13c7a1e4d0b413d01af60c806f","canonical_current_run_product","unknown"
"output/tables/thesis-table-19.tex","canonical_generated","29ee5a608c1a5a7c8fdf426fc14eaa852338571fe3a45a645d29c9d22fceaf4a","canonical_current_run_product","unknown"
"output/tables/thesis-table-20.tex","canonical_generated","43b949aaea668c1699a798c4d96e7da48526a4ea329a7574178cf2f4ae095a06","canonical_current_run_product","unknown"
"output/tables/thesis-table-21.tex","canonical_generated","f92c74dab823fde1591bed970ac83a74b6299e873a937ee608d2b9ebcd54fe4c","canonical_current_run_product","unknown"
"output/tables/thesis-table-22.tex","canonical_generated","ad2e817464c6895557ebf5b2b425095f714b1dc7e14131c282da17f03e9c9c99","canonical_current_run_product","unknown"
"output/tables/thesis-table-23.tex","canonical_generated","ed1fd24a8d0544c8faa6fd60e63456580e42d4cb7cf60a42f19c9fbf1e39d2e6","canonical_current_run_product","unknown"
"output/tables/thesis-table-24.tex","canonical_generated","51b59b7d467a93a8291c1d645ea999fa528ec7b671fcc5c265658e62dd50af13","canonical_current_run_product","unknown"
"output/tables/thesis-table-25.tex","canonical_generated","09d15ddff5dcba5c50e8b4180e96968dcf518ce5b9c569cbce5397b12b16966f","canonical_current_run_product","unknown"
"output/tables/thesis-table-26.tex","canonical_generated","b22762f2b1af7b91c8e313de7c01952aa1c2c119bcde4875db42f62a229f8a53","canonical_current_run_product","unknown"
"output/tables/thesis-table-27.tex","canonical_generated","813cfcf963be5efe76a54b892816ef215ad7a0e4705f4c322c4c556cc20a508e","canonical_current_run_product","unknown"
"output/tables/thesis-table-28.tex","canonical_generated","cdc1eb5bf155316bbdb42f3eb98e393a8c0bf22277da31a2463338b225945668","canonical_current_run_product","unknown"
"output/tables/thesis-table-29.tex","canonical_generated","ddb5c33e03b8770bdbb6140d4fe350e1382de4aa2e92e97576a0465cac392b96","canonical_current_run_product","unknown"
"output/tables/thesis-table-30-psa-specification-sensitivity.docx","canonical_generated","d77047eeb7e5f7a7ebe529aa5db90d86d0d19b947d1f801d213c7f7204d7248b","authorised_new_generated_path","unknown"
"output/tables/thesis-table-30.tex","canonical_generated","d0b575f3da73ad90a4ee9ac1833c02c056ec642aabab315f6c33643bdb3752e4","authorised_new_generated_path","unknown"
"output/tables/thesis-table-31.tex","canonical_generated","b59ece0b0fb3f72c0893595581e4847fe85624275839a7475c1e5a39a26154d6","authorised_new_generated_path","unknown"
"output/text-snippets/methods-software-statement.txt","canonical_generated","a25ed46f2370c266c0f5663fb377d29d506a836dbdfc311059cddcb22e1cb205","canonical_current_run_product","unknown"
"output/text-snippets/results-dominance-statement.txt","canonical_generated","f9538279faafa32d8b78650b553a3b420a5bfab75ce5be0a7b87570d5248a437","canonical_current_run_product","unknown"
"output/text-snippets/results-dsa-drivers.txt","canonical_generated","29fbafde33673e19884d8063a4170eb25c318744c91542d11befe25a5574fcfc","canonical_current_run_product","unknown"
"output/text-snippets/results-evpi-narrative.txt","canonical_generated","f4a801c286ababf67e426e9f75c4f1aa74bbb4f3a37c8a9b42b135a8f07fa26f","canonical_current_run_product","unknown"
"output/text-snippets/results-icer-interpretation.txt","canonical_generated","7622fd567f47874cd42f340a21b7e5b56c0fd759162085620f59eb2d1d29883c","canonical_current_run_product","unknown"
"output/text-snippets/results-model-selection.txt","canonical_generated","9046aaf078eceffd7e490cb457b8baa8f1a767633301832efbcb5e8c4d6f5f62","canonical_current_run_product","unknown"
"output/text-snippets/results-psa-verdict.txt","canonical_generated","0a8cf51411dcb698e4bc2448f06b25d5acf23de872ea1f7c11126387de82821b","canonical_current_run_product","unknown"
"output/text-snippets/results-severity-narrative.txt","canonical_generated","00aa97fbacb22a65714ea4509182133c0637f354be8dd183fb15c71d9a6df5ee","canonical_current_run_product","unknown"
"output/tornado-owsa-deterministic.png","historical_cache_legacy_excluded","585edc3c07abc0a3cd8e219b33dc8ba31baeda8d9a24e4026ad7654c875c12d3","excluded_pre_Gate_cache_or_legacy_product","none"
"output/tornado-powsa.png","historical_cache_legacy_excluded","887416bdc98348fbc1078a55f6717a261a287a59621e1744e9998028a9ae32a1","excluded_pre_Gate_cache_or_legacy_product","none"
"output/validation/extreme-value-results.csv","regenerated_validation_output","ed331f6928fa461939b3ab1a66d5de2ad7501b61723a1b21112ed55451dbae9c","regenerated_by_make_extreme_value","R/10-extreme-value-tests.R"
"output/validation/extreme-value-results-FROZEN-2026-07-16.csv","historical_cache_legacy_excluded","2c101d257130685ffd08eb16e13a67c7e8dcb1e66061aece9cacf71aafae95cc","excluded_pre_Gate_cache_or_legacy_product","none"
